epoch,train_loss,train_acc,val_acc
1,0.415344,0.925124,0.990318
2,0.070712,0.987010,0.993121
3,0.048631,0.991551,0.993376
4,0.038675,0.992291,0.994395
5,0.032398,0.992713,0.994650
6,0.028560,0.993664,0.994395
7,0.025374,0.995036,0.994650
8,0.020313,0.995776,0.994650
9,0.019841,0.996832,0.994650
10,0.020030,0.996304,0.995414
11,0.020404,0.995670,0.995159
12,0.019401,0.995987,0.995159
13,0.016797,0.997149,0.994395
14,0.018093,0.996726,0.994904
15,0.016089,0.996726,0.995159
